,Symbol,Security,GICS Sector,text
457,UAL,United Airlines Holdings,Industrials,"United Airlines Holdings, Inc. is a publicly traded airline holding company headquartered in the Willis Tower in Chicago. UAH owns and operates United Airlines, Inc. On June 27, 2019, the name of the parent company was changed from United Continental Holdings to United Airlines Holdings. UAH has major operations at Chicago–O'Hare, Denver, Houston–Intercontinental, Los Angeles, Newark (New Jersey), San Francisco, and Washington–Dulles. Additionally, UAH's United is the largest U.S. carrier to the People's Republic of China and maintains a large operation throughout Asia."
458,UNH,UnitedHealth Group Inc.,Health Care,"UnitedHealth Group Incorporated is an American for-profit managed health care company based in Minnetonka, Minnesota. It offers health care products and insurance services. It is the largest healthcare company in the world by revenue, with 2019 revenue of $242.2 billion. UnitedHealthcare revenues comprise 80% of Group's overall revenue. The company is ranked 6th on the 2019 Fortune 500."
459,UPS,United Parcel Service,Industrials,"United Parcel Service (UPS; stylized as ups) is an American multinational package delivery and supply chain management company. Along with the central package delivery operation, the UPS brand name (in a fashion similar to that of competitor FedEx) is used to denote many of its divisions and subsidiaries, including its cargo airline (UPS Airlines), freight-based trucking operation (UPS Freight, formerly Overnite Transportation), and its delivery drone airline (UPS Flight Forward). The global logistics company is headquartered in the U.S. city of Sandy Springs, Georgia, which is a part of the Greater Atlanta metropolitan area."
460,URI,"United Rentals, Inc.",Industrials,"United Rentals, Inc. (NYSE: URI) is the world's largest equipment rental company, with about 13 percent of the North American market share as of 2019. It owns the largest rental fleet in the world with about 660,000 rental units totaling about $14.2 billion in original equipment cost (OEC). The company has a workforce of approximately 18,800 employees, and operates 1,186 locations across 49 U.S. states, 10 Canadian provinces, Puerto Rico and four European countries. In 2017, United Rentals' revenue totaled more than $6.64 billion, with over $1.35 billion in profit. It is ranked #424 on the Fortune 500, and #1183 on the Forbes Global 2000 list of the world's largest public companies."
461,UHS,Universal Health Services,Health Care,"Universal Health Services (UHS) is an American Fortune 500 company based in King of Prussia, Pennsylvania. UHS is one of the nation’s largest providers of hospital and healthcare services. Growing steadily since inception into an esteemed Fortune 500 corporation, annual revenues were $10.77 billion during 2018."
462,UNM,Unum Group,Financials,"Unum Group is a Chattanooga, Tennessee-based Fortune 500 insurance company formerly known as UnumProvident. Unum Group was created by the 1999 merger of Unum Corporation and The Provident Companies and comprises three distinct businesses – Unum US, Unum UK, and Colonial Life. Its underwriting insurers include The Paul Revere Life Insurance Company and Provident Life and Accident Insurance Company. Unum is the top disability insurer in both the United States and United Kingdom and also offers other insurance products including accident, critical illness and life insurance."
463,VLO,Valero Energy,Energy,
464,VAR,Varian Medical Systems,Health Care,"Varian Medical Systems (VAR) of Palo Alto, California, USA, is a radiation oncology treatments and software maker. Their medical devices include linear accelerators and software for treating cancer and other medical conditions with radiotherapy, radiosurgery, proton therapy, and brachytherapy. The company supplies software for managing cancer clinics, radiotherapy centers, and medical oncology practices. Varian is a supplier of tubes and digital detectors for X-ray imaging in medical diagnostics, dentistry, veterinary care, scientific, security, industrial inspection including high-energy X-ray technology for cargo screening. Varian Medical Systems employs more than 7,100 people  at manufacturing sites in North America, Europe, and China and approximately 70 sites globally."
465,VTR,Ventas Inc,Real Estate,"Ventas, Inc., a real estate investment trust (REIT), invests primarily in real estate serving the United States healthcare industry. The company acquires, develops, leases, disposes and manages healthcare real estate. As of 2019 it is a Fortune 1000 corporation."
466,VRSN,Verisign Inc.,Information Technology,"Verisign Inc. is an American company based in Reston, Virginia, United States that operates a diverse array of network infrastructure, including two of the Internet's thirteen root nameservers, the authoritative registry for the .com, .net, and .name generic top-level domains and the .cc and .tv country-code top-level domains, and the back-end systems for the .jobs, .gov, and .edu top-level domains. Verisign also offers a range of security services, including managed DNS, distributed denial-of-service (DDoS) attack mitigation and cyber-threat reporting."
467,VRSK,Verisk Analytics,Industrials,"Verisk Analytics, Inc. is an American data analytics and risk assessment firm based in Jersey City, New Jersey, United States, serving customers worldwide in insurance, natural resources, financial services, government, and risk management. The company uses proprietary data sets and industry expertise to provide predictive analytics and decision support solutions in fraud prevention, actuarial science, insurance coverages, fire protection, catastrophe and weather risk, data management, and other fields."
468,VZ,Verizon Communications,Communication Services,"Verizon Communications Inc. () ( və-RY-zən) is an American multinational telecommunications conglomerate and a corporate component of the Dow Jones Industrial Average. The company is based at 1095 Avenue of the Americas in Midtown Manhattan, New York City, but is incorporated in Delaware. In 2015, Verizon expanded into content ownership by acquiring AOL, and two years later it acquired Yahoo!. AOL and Yahoo were amalgamated into a new division named Oath Inc. (currently known as Verizon Media)."
